1001	19
1002	1
1003	4
1004	343
1005	0
1006	9879846
1007	134
1008	48
1009	6
1010	9880093
1011	185
1013	38
1014	275
1015	9297859
1016	33
1017	3
1018	234
1019	0
1020	69
1021	25
1022	463
1023	249
1024	6
1025	23
1026	20
1027	119
1028	4
1029	8
1030	91
1031	29
1032	80
1033	10
1034	87
1035	41
1037	8
1038	12
1039	5
1040	80
1041	9780200
1042	115
1043	18
1044	1
1045	138
1046	11
1047	166
1048	43
1049	3
1050	41
1051	12
1052	6
1053	51
1054	33
1055	86
1056	26
1057	4
1058	20
1059	43
1060	60
1061	3
1062	16
1063	69
1064	30
1065	50
1066	28
1067	109
1068	151
1069	29
1070	199
1071	2533
1072	3
1073	63
1074	96
1075	72
1076	51
1077	109
1078	51
1079	20
1080	41
1081	9879887
1082	5
1083	3
1084	85
1085	210
1086	0
1087	14
1088	8
1089	46
1090	290
1092	33
1093	1
1094	130
1095	18
1096	12
1097	6053
1098	45
1099	2
1100	7
1101	5
1102	93
1103	27
1104	18
1105	11
1106	55
1107	69
1108	18
1109	483
1110	33
1111	5
1112	71
1113	36
1114	9390935
1115	3
1117	125
1118	60
1119	25
1120	85
1121	1
1122	74
1123	31
1124	5
1125	75
1126	9683816
1127	27
1128	29
1129	5
1130	133
1131	191
1132	225
1133	26
1134	19
1135	12
1136	31
1137	15
1138	101985
1139	15
1140	3
1141	151
1142	103
1143	3
1145	26
1146	51
1147	64
1148	162
1149	128
1150	106
1151	9
1152	1
1153	9776634
1154	256
1155	111
1156	148
1157	15
1158	227
1159	51
1160	288
1161	47
1162	209
1163	29
1164	21
1165	243
1166	3
1167	581
1168	20
1169	1
1170	2
1171	18
1172	0
1173	74
1174	1
1175	87
1176	113
1177	20
1178	20
1179	246
1180	15
1181	78
1182	20
1183	93
1184	144
1185	153
1186	45
1187	226
1188	28
1189	99
1190	27
1191	24
1192	19
1193	72
1194	1
1195	11
1196	25
1197	135
1198	243
1199	37
1200	36
1201	43
1202	13
1203	38
1204	63
1205	135
1206	98
1207	1
1208	34
1209	250
1210	242
1211	18
1212	32
1213	58
1214	25
1215	87
1216	21
1218	52
1219	82
1220	217
1221	523
1222	463
1223	192
1224	10
1225	3
1226	1
1227	107
1229	0
1230	21
1231	20
1232	38
1233	124
1234	18
1235	8
1236	10
1237	640
1238	9486934
1239	95
1240	484
1241	135
1242	84
1243	72
1244	72
1245	9393333
1246	45
1247	3
1248	79
1249	39
1250	294
1251	18
1252	129
1253	2
1254	86
1255	262
1256	28
1257	0
1258	106
1259	92
1260	13
1261	64
1262	127
1263	153
1264	34
1265	620
1266	2
1267	0
1268	13
1269	30
1270	128
1271	83
1272	51
1273	67
1274	14
1275	9879669
1276	370
1277	621
1278	131
1279	28
1280	4
1281	281
1283	102
1284	420
1285	3
1286	24
1287	11
1288	105
1289	9873671
1290	2
1291	84
1292	94
1293	8
1294	21
1295	24
1296	6
1297	36
1298	8
1299	72
1300	14
1301	14
1302	26
1303	123
1304	42
1305	116
1306	6
1307	92
1308	38
1309	0
1310	6
1311	242
1312	24
1313	2
1314	183
1315	9394928
1316	113
1317	2
1318	18
1319	377
1320	3
1321	2
1322	42
1323	23
1324	634
1325	112
1326	69
1327	166
1329	92
1330	25
1331	284
1332	7
1333	37
1334	4
1335	3
2001	3
2002	5
2003	209
2004	20
2006	42
2007	9
2008	13
2009	3
2011	54
2012	14
2013	117
2014	7
2015	41
2016	12
2017	9879808
2018	9
2021	45
2022	26
2023	101
2024	67
2025	2
2026	109
2027	159
2028	159
2029	22
2031	5
2032	27
2033	87
2034	101
2035	1
2036	118
2037	223
2038	49
2039	1
2040	348
2041	3
2042	1
2043	1
2044	40
2045	9880074
2046	70
2047	48
2048	46
2049	3
2050	14
2051	12
2052	96
2053	116
2054	98
2055	0
2056	9880049
2057	15
2058	32
2059	68
2060	82
2061	9
2062	68
2063	22
2064	22
2065	12
2066	32
2068	522
2069	35
2070	10
2071	7
2072	33
2073	125
2074	56
2075	24
2076	20
2077	15
2078	27
2079	3
2080	3
2081	92
2082	32
2083	79
2084	411
2085	263
2086	5
2087	46
2088	57
2089	9
2090	117
2091	25
2092	9879686
2093	378
2094	389
2095	31
2096	5
2097	56
2098	180
2099	32
2100	41
2101	103
2102	3
2103	70
2104	305
2105	125
2106	98
2107	290
2108	34
2109	66
2110	97
2111	9388427
2112	54
2113	151
2114	8
2115	86
2116	8
2117	377
2118	125
2119	70
2120	25
2121	2
2122	2
2123	18
2124	756
2125	74
2126	0
2127	57
2128	63
2129	3
2130	10
2131	9
2132	27
2133	144
2134	1
2135	88
2136	257
2137	48
2138	90
2139	189
2140	113
2141	59
2142	50
2143	182
2144	92
2145	132
2146	153
2147	5
2148	140
2149	34
2150	6
2151	37
2152	29
2153	62
2154	214
2155	6
2156	7
2157	11
2158	166
2159	6
2160	21
2161	4
2162	38
2163	48
2164	14
2165	93
2166	60
2167	8
2168	6
2169	47
2170	258
2171	8
2172	3
2173	2
2174	22
2175	50
2176	172
2177	6
2178	3
2179	643
2180	91
2181	14
2182	51
2183	3
2184	32
2185	153
2186	22
2187	126
2188	380
2189	83
2190	48
2191	1
2192	21
2193	83
2194	37
2195	7
2197	94
2198	56
2199	3
2200	110
