1	1 
2	340 
3	343 
4	17 
5	317 
6	249 
7	188 
8	202 
9	135 
10	11 
11	209 
12	196 
13	23 
14	140 
15	38 
16	7 
17	202 
18	346 
19	89 
20	371 
21	1 
22	314 
23	151 
24	191 
25	206 
26	62 
27	163 
28	253 
29	1 
30	112 
31	12 
32	54 
33	349 
34	259 
35	228 
36	336 
37	197 
38	292 
39	40 
40	353 
41	202 
42	195 
43	203 
44	146 
45	270 
46	253 
47	197 
48	55 
49	123 
50	85 
51	214 
52	267 
53	30 
54	23 
55	279 
56	34 
57	195 
58	207 
59	251 
60	19 
61	247 
62	253 
63	158 
64	312 
65	258 
66	353 
67	214 
68	62 
69	75 
70	267 
71	23 
72	359 
73	105 
74	46 
75	360 
76	83 
77	37 
78	162 
79	78 
80	261 
81	25 
82	364 
83	196 
84	224 
85	374 
86	62 
87	43 
88	343 
89	247 
90	201 
91	121 
92	216 
93	88 
94	317 
95	164 
96	302 
97	353 
98	322 
99	198 
100	132 
101	89 
102	208 
103	25 
104	209 
105	374 
106	89 
107	54 
108	304 
109	359 
110	290 
111	118 
112	125 
113	234 
114	264 
115	359 
116	38 
117	323 
118	139 
119	217 
120	279 
121	162 
122	219 
123	34 
124	363 
125	364 
126	209 
127	214 
128	267 
129	299 
130	292 
131	75 
132	34 
133	23 
134	155 
135	207 
136	29 
137	64 
138	258 
139	271 
140	29 
141	62 
142	37 
143	61 
144	353 
145	75 
146	176 
147	162 
148	86 
149	54 
150	320 
151	104 
152	202 
153	43 
154	351 
155	168 
156	218 
157	352 
158	209 
159	62 
160	202 
161	41 
162	81 
163	208 
164	100 
165	236 
166	99 
167	167 
168	263 
169	258 
170	258 
171	158 
172	197 
173	106 
174	253 
175	240 
176	324 
177	122 
178	267 
179	257 
180	23 
181	309 
182	316 
183	169 
184	242 
185	253 
186	74 
187	344 
188	313 
189	246 
190	209 
191	317 
192	332 
193	354 
194	218 
195	192 
196	206 
197	23 
198	56 
199	89 
200	346 
201	169 
202	201 
203	264 
204	146 
205	57 
206	195 
207	273 
208	178 
209	247 
210	43 
211	360 
212	292 
213	121 
214	162 
215	359 
216	54 
217	345 
218	202 
219	255 
220	37 
221	107 
222	314 
223	104 
224	64 
225	336 
226	211 
227	375 
228	23 
229	55 
230	309 
231	64 
232	274 
233	305 
234	81 
235	218 
236	116 
237	239 
238	23 
239	286 
240	115 
241	11 
242	205 
243	271 
244	258 
245	171 
246	271 
247	271 
248	202 
249	209 
250	214 
251	144 
252	89 
253	264 
254	209 
255	162 
256	258 
257	130 
258	207 
259	209 
260	75 
261	114 
262	259 
263	342 
264	354 
265	305 
266	258 
267	314 
268	318 
269	273 
270	65 
271	25 
272	206 
273	219 
274	162 
275	317 
276	240 
277	331 
278	338 
279	64 
280	161 
281	75 
282	85 
283	42 
284	124 
285	266 
286	373 
287	202 
288	252 
289	231 
290	336 
291	162 
292	136 
293	364 
294	204 
